fail	schema_only	invalid/agent-missing-model-id.json	979a1a5d55bd326894854056fe1a7fb1113515c281b442cb1d92672368f03df2
fail	stream	invalid/awaiting-human-after-failed-gate.jsonl	9e1d356ea79eafb3b81df8a4afc4a0d0e99e43dcc960c5597d07bd8e5d952008
fail	schema_only	invalid/awaiting-human-merge-performed.json	0bed5133c909d761a1e9f7a9ef534c483c0f483d7257dee539b130d25019ba32
fail	schema_only	invalid/awaiting-human-null-pr.json	3eb5b5322ea06f3dc53a3011f0186e66003a0ca8317a70ef2532dd133e97a83b
fail	stream	invalid/awaiting-human-skips-mandatory-stages.jsonl	fb13a934e60dc8a853d04f78937c3de5fca477240bc27941d24adf8a6170b957
fail	stream	invalid/completion-unrelated-parent.jsonl	6b9f977023f9e2b54229f2433afee4cac84c50e547eec74a6be7b8bb98ce302f
fail	stream	invalid/correction-branching.jsonl	42221864b2921708f96033a8ba15c403c5e6fde75f68bcfde8e28d91461409c5
fail	stream	invalid/correction-changes-event-type.jsonl	851f155a06bd386e6e5b43e96b4ddf7954d67462aa26c66f9d94e676e44b2dcb
fail	stream	invalid/correction-changes-logical-identity.jsonl	61e17b732fcdeafeaf6101d1e8e0c4ca4413b3b62dbbeea77c15a5efb4f23ba1
fail	stream	invalid/correction-cycle.jsonl	94eca99cadb0237ed896898bd5e1025baf5884324a903cbb9d1ec4f88b91564e
fail	stream	invalid/correction-invalidates-consumed-gate.jsonl	9cb35cb949c9815bb0600cc8d3734b09b41b8f4c796c4bb5f13fb79f6de49889
fail	schema_only	invalid/correction-missing-reason.json	9ab128412949ca7076ce01ea94fcc42daf00f1e2551aa977a5aa959335a2830a
fail	schema_only	invalid/correction-reason-missing-target.json	1c54ed7d89454a576d1be7e5016d85902e555a12970626908822576ae047033f
fail	stream	invalid/correction-target-missing.jsonl	466cf2147db0d896b845b299b20aab70d8e3b5557f1f3dbec8b530ef1d6e95f3
fail	stream	invalid/correlation-template-mismatch.jsonl	5ab6db83660dff69cd500f9f0cb78c090ab8a210ba7cb42762cd0b7445d1e107
fail	stream	invalid/duplicate-completion-contradiction.jsonl	4784ed3ceff823c5dcff4de39b74e47571619c76f3d5c5c0f7d466b51f5a30fc
fail	stream	invalid/duplicate-first-pass-after-pass.jsonl	2f51ed6f5e4b65bedbed0e626c8ffaf22ccf0d956ad0287acd446fbf99f029dc
fail	stream	invalid/duplicate-id-different-payload.jsonl	bc7cc38c245a68d59ecd3b36bd14957b9098360bec3ef94de02a1d19d689660f
fail	stream	invalid/duplicate-id-same-payload.jsonl	7b497c19bb85379d1a77970f05a6f4e79f8c923334d26dbbfe15ae1b47ff8a41
fail	schema_only	invalid/duplicate-json-member.json	676030ac67c4e55291a87701d6a36ee0dd0dbadfefd9d4e7510dfdad3e40fc0d
fail	stream	invalid/duplicate-json-member.jsonl	676030ac67c4e55291a87701d6a36ee0dd0dbadfefd9d4e7510dfdad3e40fc0d
fail	stream	invalid/duplicate-sequence.jsonl	7dacb44aacfb9d81f1e1f1a88f3f47dde857ba91545da15e3423fef1c809b66e
fail	stream	invalid/escape-attribution-nonexistent-attempt.jsonl	485d51fb158fc98fbc7810bcc483495d11509eca720a0e476cc01c6d9a66c62e
fail	schema_only	invalid/escape-empty-attribution.json	51512a8b42d4dda0fee9960c3ab741dd01d24077c31b8a305d2a01ce0d15873e
fail	stream	invalid/failed-completion-after-ship-terminal-intake.jsonl	9e87ba54caa1db5a81e0116a1fc1e7901d9fb0bc13ee8a74065d49a58c773b8b
fail	stream	invalid/failed-completion-stale-causal-parent.jsonl	69ba1c26941ded09b6226e7a898d9354212fa70c0bf10fd58aa982887b84ada4
